Source_Port,Online_Purchase_Risk,Website_Visits,Risky_Website_Visits,Cloud_Service_Usage,Unencrypted_Traffic,Ad_Clicks,Insecure_Login_Attempts,Malware_Exposure_Risk,Hour,DayOfWeek,Month,Device_Type_Desktop,Device_Type_Laptop,Device_Type_Mobile,Insecurity_Level,Hours_Online,Cybersecurity_Behavior_Category
0.394682994884514,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,14,0,1,True,False,False,0.0,0.6594324818789027,1
0.2781894279956596,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,1.0,15,0,1,False,False,True,0.0,0.0576957299997183,1
0.8811967136878004,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1,True,False,False,0.0,2.774734608360592,0
0.6897225236397458,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,17,0,1,False,False,True,0.0,3.9129223638701487,0
0.08682374825608433,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,18,0,1,False,True,False,0.0,0.4068935256796813,0
0.9645171291272672,0.0,0.15384615384615385,1.0,0.0,0.0,0.0,0.0,0.0,19,0,1,False,False,True,0.0,0.3391847595232213,1
0.21827623624244305,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,20,0,1,False,False,True,0.0,2.6030502534312534,1
0.20308479305534027,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,1.0,21,0,1,False,False,False,0.0,0.2216907603033555,0
0.901891179662068,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,22,0,1,False,False,True,0.0,1.596508136441837,1
0.5136257944504729,0.0,0.15384615384615385,0.0,0.0,0.0,1.0,0.0,0.0,23,0,1,False,False,True,0.0,2.5287944038715944,0
0.7696481165710743,1.0,0.07692307692307693,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1,False,False,True,0.0,2.6666089890828233,1
0.3352503487831344,1.0,0.15384615384615385,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,False,False,True,0.0,1.4476480883663805,0
0.0686870252674004,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,2,1,1,False,False,True,0.0,3.0194152860847363,0
0.03286312199658968,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,1.0,3,1,1,False,True,False,0.0,0.3989491285324266,0
0.9540691365679741,0.0,0.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,False,False,True,0.0,1.0942131761778795,1
0.11288172376375756,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,1.0,5,1,1,False,False,True,0.0,0.1776954840392409,1
0.29885289102464735,0.0,0.38461538461538464,1.0,0.0,0.0,1.0,0.0,0.0,6,1,1,False,False,False,0.0,0.6232255573377784,0
0.1018601767167881,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,1.0,7,1,1,False,False,True,0.0,4.451886379394827,0
0.4874438071616804,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,8,1,1,False,False,True,0.0,3.1266023884166985,1
0.00821578049914742,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,1.0,9,1,1,False,True,False,0.0,0.6438418453947146,2
0.8986978762982485,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,1.0,10,1,1,False,False,True,0.0,0.5298501784303586,0
0.03284762052394978,0.0,0.38461538461538464,0.0,0.0,0.0,1.0,0.0,0.0,11,1,1,False,False,True,0.0,2.454000860193471,0
0.4292512788714928,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,1.0,0.0,12,1,1,False,False,True,0.0,0.3869214056485653,1
0.8141993489381493,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,13,1,1,False,False,True,0.0,0.3927990132493576,0
0.013842815067431406,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,1.0,1.0,14,1,1,False,False,True,0.0,0.5030999400243408,0
0.2651991939234227,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,15,1,1,False,False,True,0.0,2.1570286057321706,0
0.29468299488451405,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,16,1,1,False,True,False,0.0,2.0659446676476936,0
0.5349558208029763,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,1.0,17,1,1,False,False,True,0.0,2.0088125596825157,0
0.15180592156254846,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,18,1,1,False,False,True,0.0,2.438521837912814,1
0.08762982483335917,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,19,1,1,True,False,False,0.0,4.926356341526801,2
0.19271430785924665,0.0,0.23076923076923078,0.0,0.0,0.0,1.0,0.0,0.0,20,1,1,False,False,True,0.0,1.9341776017078267,0
0.558440551852426,0.0,0.07692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,21,1,1,False,False,False,0.0,4.150003515834862,1
0.33059990699116415,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,1.0,1.0,22,1,1,False,False,True,0.0,2.287878066753863,1
0.8201829173771509,0.0,0.15384615384615385,0.0,0.0,0.0,1.0,0.0,0.0,23,1,1,False,True,False,0.0,1.226051176622086,0
0.8469229576809798,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,False,False,True,0.0,0.5696863655015904,1
0.7360719268330492,0.0,0.23076923076923078,0.0,0.0,0.0,1.0,1.0,0.0,1,2,1,False,False,True,0.0,0.2254637677286712,0
0.7879243528135174,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,False,False,True,0.0,1.404861183457927,0
0.64064486126182,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,False,False,True,0.0,0.6862115931126647,0
0.651433886219191,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,1.0,1.0,4,2,1,False,False,False,0.0,0.2512934593815081,2
0.65782049294683,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,False,False,True,0.0,4.74999451019289,0
0.992047744535731,0.0,0.5384615384615385,0.0,1.0,0.0,0.0,0.0,0.0,6,2,1,False,False,True,0.0,0.2816850476736154,1
0.3698961401333127,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,7,2,1,False,True,False,0.0,0.7051736506336643,0
0.16102929778328942,0.0,0.38461538461538464,0.0,0.0,0.0,1.0,0.0,0.0,8,2,1,False,False,True,0.0,3.3688505834686997,0
0.5071926833049141,0.0,0.07692307692307693,0.0,0.0,0.0,1.0,0.0,0.0,9,2,1,False,False,True,0.0,1.328350933284269,1
0.7584250503797861,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,10,2,1,False,False,True,0.0,0.8407511331803748,1
0.8457448457603474,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,11,2,1,False,False,True,0.0,4.715101289649858,0
0.30877383351418386,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,1.0,12,2,1,False,False,True,0.0,7.488240117548024,0
0.6447217485661139,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,13,2,1,True,False,False,0.0,1.7290739533143529,1
0.8731669508603318,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,14,2,1,False,False,True,0.0,3.821018411079659,0
0.8974112540691367,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,15,2,1,False,False,True,0.0,4.372923980129588,0
0.4719733374670594,0.0,0.15384615384615385,0.0,1.0,0.0,0.0,0.0,0.0,16,2,1,False,False,False,0.0,3.6155461063175487,1
0.19457448457603474,0.0,0.38461538461538464,0.0,0.0,0.0,1.0,0.0,0.0,17,2,1,False,False,True,0.0,4.105852071044891,0
0.9170051154859713,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,18,2,1,False,False,True,0.0,4.5505805542660145,0
0.7746860951790421,0.0,0.07692307692307693,0.0,1.0,0.0,0.0,1.0,1.0,19,2,1,False,False,True,0.0,4.816135200356026,2
0.7739420244923269,0.0,0.15384615384615385,1.0,0.0,0.0,1.0,0.0,0.0,20,2,1,False,False,True,0.0,0.8724975596123422,0
0.14718648271585802,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,21,2,1,False,False,True,0.0,0.3675225982878938,0
0.12821268020461946,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,22,2,1,False,False,True,0.0,4.96654467924516,1
0.477662377925903,0.0,0.38461538461538464,0.0,0.0,0.0,1.0,0.0,0.0,23,2,1,False,False,True,0.0,1.887854186576037,0
0.6888079367539918,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,False,True,False,0.0,0.1502977906119996,0
0.1310184467524415,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,1.0,0.0,1,3,1,False,False,True,0.0,1.6753437648465492,1
0.6813362269415595,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,1.0,2,3,1,True,False,False,0.0,2.4700661395091292,0
0.6088358394047435,0.0,0.46153846153846156,1.0,0.0,0.0,0.0,1.0,1.0,3,3,1,False,False,True,0.0,1.5070159004274462,0
0.17263990079057512,0.0,0.23076923076923078,0.0,1.0,0.0,0.0,0.0,0.0,4,3,1,False,False,True,0.0,3.5643111545502695,1
0.1974577584870563,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,False,False,True,0.0,0.0096183319149754,0
0.35803751356378855,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,6,3,1,True,False,False,0.0,1.4632982159849843,1
0.4022787164780654,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,1.0,7,3,1,False,False,True,0.0,1.4822743360554749,0
0.47955355758797086,0.0,0.38461538461538464,0.0,0.0,0.0,1.0,0.0,0.0,8,3,1,False,False,True,0.0,3.0759140565280747,0
0.8864672143853667,0.0,0.07692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,9,3,1,False,False,False,0.0,0.4957754895963248,0
0.1373585490621609,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,1.0,10,3,1,False,False,True,0.0,3.696899546553979,0
0.047837544566733836,0.0,0.15384615384615385,0.0,1.0,0.0,0.0,0.0,0.0,11,3,1,False,False,False,0.0,0.063347221183135,0
0.9280421640055806,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,1.0,0.0,12,3,1,False,False,True,0.0,1.85228678275076,0
0.863137498062316,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,1.0,13,3,1,False,True,False,0.0,3.025466884225681,1
0.8800651061850877,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,1.0,14,3,1,True,False,False,0.0,1.2848930447091145,0
0.7435126337002016,0.0,0.23076923076923078,0.0,1.0,0.0,0.0,0.0,0.0,15,3,1,False,False,True,0.0,0.6814617527297864,0
0.7297318245233299,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,16,3,1,False,False,True,0.0,2.218446274929393,0
0.8849325685940166,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,1.0,17,3,1,False,False,True,0.0,1.8565546033042133,0
0.6209424895365061,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,18,3,1,True,False,False,0.0,0.9465880324526836,0
0.24239652767012868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19,3,1,False,False,True,0.0,2.8090370739898387,0
0.4078282436831499,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,20,3,1,False,False,True,0.0,1.197108918883547,1
0.49350488296388156,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,1.0,0.0,21,3,1,False,False,True,0.0,1.5877433454021812,1
0.7271585800651063,0.0,0.07692307692307693,0.0,1.0,0.0,0.0,0.0,0.0,22,3,1,False,False,True,0.0,2.2299559186913425,0
0.44569834134242753,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,23,3,1,False,False,True,0.0,1.6969924186557288,0
0.8130057355448769,0.0,0.07692307692307693,0.0,1.0,0.0,0.0,0.0,0.0,0,4,1,False,False,True,0.0,1.5267635282787746,0
0.9219190823128198,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,1,4,1,False,False,True,0.0,0.4847239516597162,2
0.41506743140598357,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,False,False,True,0.0,2.7980640461768336,0
0.7860021702061697,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,False,False,True,0.0,1.1472411784241725,0
0.7099829483800962,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,4,4,1,False,False,True,0.0,1.1803800852973367,2
0.4868237482560844,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,4,1,False,False,False,0.0,8.192867305594529,1
0.9714152844520231,1.0,0.3076923076923077,0.0,1.0,0.0,0.0,0.0,1.0,6,4,1,False,False,False,0.0,1.4795402569175862,1
0.5467059370640212,0.0,0.23076923076923078,0.0,0.0,0.0,1.0,0.0,0.0,7,4,1,False,False,True,0.0,1.2897561583189427,2
0.33033638195628584,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,8,4,1,False,False,True,0.0,0.0690054404894837,0
0.7171136257944506,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9,4,1,False,False,True,0.0,0.438886051696448,1
0.2995504572934429,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,10,4,1,False,False,True,0.0,1.1569837461583352,0
0.21469539606262597,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,1.0,11,4,1,False,False,True,0.0,1.7587278136927953,2
0.020508448302588748,1.0,0.23076923076923078,0.0,0.0,0.0,1.0,0.0,1.0,12,4,1,False,False,True,0.0,0.4627575980198218,0
0.7093008835839406,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,1.0,13,4,1,False,False,True,0.0,4.512306580171275,1
0.18225081382731362,0.0,0.15384615384615385,0.0,0.0,0.0,1.0,0.0,0.0,14,4,1,True,False,False,0.0,0.1825928247987033,1
0.41973337467059374,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15,4,1,False,False,True,0.0,3.5795349438180915,0
0.5274066036273447,0.0,0.23076923076923078,0.0,0.0,0.0,1.0,0.0,1.0,16,4,1,False,False,True,0.0,3.3027321408114707,1
0.4448922647651527,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,17,4,1,False,False,True,0.0,3.483142276363409,1
0.40029452798015813,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,1.0,18,4,1,True,False,False,0.0,1.4417622970426394,0
0.49996899705472025,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,19,4,1,False,False,True,0.0,0.3313605720701448,2
0.8334056735389863,0.0,0.23076923076923078,1.0,0.0,0.0,0.0,1.0,0.0,20,4,1,False,False,True,0.0,3.140317192212614,0
0.0843900170516199,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,21,4,1,False,False,True,0.0,8.857747846285761,0
0.45727794140443345,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,22,4,1,False,False,True,0.0,2.736109576910716,0
0.7459308634320261,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,23,4,1,False,False,True,0.0,3.9242147337978737,2
0.7499767477910403,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0,5,1,False,False,True,0.0,0.2319065548273237,0
0.07970857231436987,0.0,0.23076923076923078,0.0,0.0,0.0,1.0,0.0,0.0,1,5,1,False,False,True,0.0,0.0219767045662022,1
0.913300263525035,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1,False,False,True,0.0,0.0626716810080343,0
0.12664703146798947,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,3,5,1,False,False,True,0.0,2.0814033431943435,0
0.449372190358084,0.0,0.23076923076923078,0.0,1.0,0.0,0.0,0.0,0.0,4,5,1,False,False,False,0.0,2.0386016653660772,0
0.7601147108975354,0.0,0.3076923076923077,0.0,0.0,0.0,1.0,1.0,1.0,5,5,1,False,False,True,0.0,1.8437017683117576,0
0.41599751976437765,0.0,0.15384615384615385,0.0,1.0,0.0,0.0,0.0,1.0,6,5,1,False,True,False,0.0,2.3829152625490697,0
0.04794605487521314,0.0,0.23076923076923078,1.0,1.0,0.0,1.0,0.0,0.0,7,5,1,False,False,True,0.0,1.6567575785041602,0
0.3149744225701442,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8,5,1,False,False,True,0.0,5.567959427663808,0
0.2072391877228337,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,1.0,9,5,1,False,False,True,0.0,2.511837512604785,2
0.7633390172066348,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,1.0,10,5,1,False,False,True,0.0,0.4276060958204351,0
0.01878778483955976,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,11,5,1,False,False,False,0.0,3.55393411601209,1
0.6609982948380096,1.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,12,5,1,True,False,False,0.0,6.673111977860719,0
0.8232522089598513,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,1.0,13,5,1,False,False,True,0.0,1.6953931251977807,0
0.5823903270810727,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,1.0,0.0,14,5,1,False,False,True,0.0,1.9450791451350016,0
0.8209114865912263,0.0,0.07692307692307693,0.0,1.0,0.0,1.0,1.0,1.0,15,5,1,False,False,True,0.0,0.1220950050403468,1
0.5448457603472331,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,16,5,1,False,False,True,0.0,5.891109212768142,0
0.9494341962486438,0.0,0.23076923076923078,0.0,0.0,0.0,1.0,0.0,0.0,17,5,1,False,False,True,0.0,0.1085337419625748,0
0.5045109285382112,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,1.0,18,5,1,False,False,True,0.0,2.2517997747117207,1
0.2724228801736165,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,1.0,1.0,19,5,1,True,False,False,0.0,0.3107936191963485,0
0.06586575724693847,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,1.0,20,5,1,False,False,True,0.0,10.61237914324759,0
0.7304293907921253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,5,1,True,False,False,0.0,5.4225869062127785,0
0.7745930863432027,0.0,0.23076923076923078,0.0,1.0,0.0,0.0,0.0,0.0,22,5,1,False,True,False,0.0,0.0181780957932768,0
0.09770578204929468,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,23,5,1,False,True,False,0.0,1.0941641821888288,0
0.948767632925128,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,1.0,0,6,1,False,False,True,0.0,1.3422531666847366,1
0.1604557432956131,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,1.0,1.0,1,6,1,False,False,True,0.0,1.1927986177254803,0
0.9410944039683771,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,2,6,1,False,False,True,0.0,2.0201491804016474,0
0.01723763757556968,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,3,6,1,False,False,True,0.0,3.3109572338898876,0
0.3370485196093629,0.0,0.23076923076923078,0.0,0.0,0.0,1.0,0.0,0.0,4,6,1,False,False,True,0.0,0.2020760922102391,0
0.10961091303673849,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,5,6,1,True,False,False,0.0,1.5867075229854712,1
0.2731824523329716,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,6,6,1,False,True,False,0.0,1.866229566852448,0
0.553449077662378,0.0,0.23076923076923078,0.0,0.0,0.0,1.0,0.0,0.0,7,6,1,False,True,False,0.0,2.0147894930834847,0
0.8382266315299954,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,8,6,1,False,False,False,0.0,2.2848102914378745,0
0.8354518679274532,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,9,6,1,False,False,True,0.0,0.8363914058525705,0
0.6594171446287398,0.0,0.07692307692307693,0.0,1.0,0.0,0.0,0.0,1.0,10,6,1,False,False,True,0.0,0.2832464385747371,1
0.07521314524879864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,6,1,False,False,True,0.0,2.4544171392788465,1
0.9846070376685787,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,12,6,1,False,False,True,0.0,5.003586571197608,0
0.02173306464114091,0.0,0.07692307692307693,1.0,0.0,0.0,0.0,1.0,0.0,13,6,1,False,False,False,0.0,1.3955982283435624,1
0.5593551387381802,0.0,0.15384615384615385,0.0,1.0,0.0,0.0,0.0,0.0,14,6,1,False,False,True,0.0,0.9130493097691494,1
0.42449232677104326,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,15,6,1,False,False,True,0.0,1.4537801047079026,1
0.12598046814447375,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,16,6,1,False,False,True,0.0,5.245221989011314,0
0.4995814602387227,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,1.0,0.0,17,6,1,False,False,True,0.0,1.5110820504846778,1
0.6837389552007441,0.0,0.15384615384615385,0.0,0.0,0.0,1.0,0.0,1.0,18,6,1,False,False,True,0.0,0.0050963823250688,1
0.2861726864052085,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,19,6,1,False,False,False,0.0,2.268993077110452,2
0.2788559913191753,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,20,6,1,False,False,True,0.0,0.7049042323543595,0
0.24351263370020157,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,21,6,1,False,False,True,0.0,0.2252228128865747,0
0.48564563633545194,1.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,22,6,1,False,False,True,0.0,0.9010977973641846,1
0.5989458998604869,0.0,0.23076923076923078,0.0,0.0,0.0,1.0,1.0,0.0,23,6,1,False,False,True,0.0,1.7071828136136296,0
0.33160750271275774,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,False,True,0.0,0.1085250315347008,1
0.07079522554642691,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,True,False,False,0.0,3.480401218047944,0
0.08643621144008681,0.0,0.38461538461538464,0.0,1.0,0.0,0.0,0.0,0.0,2,0,1,False,False,True,0.0,3.1459711413972284,0
0.3520229421795071,0.0,0.38461538461538464,0.0,1.0,0.0,1.0,0.0,0.0,3,0,1,False,False,True,0.0,1.243399149438391,2
0.6729189272980934,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,False,False,True,0.0,1.9260452950562492,0
0.16713687800341034,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,False,False,True,0.0,0.4263386419519986,0
0.7596031623004187,0.0,0.23076923076923078,0.0,0.0,0.0,1.0,0.0,0.0,6,0,1,False,False,True,0.0,4.189179124218011,0
0.12934428770733222,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,7,0,1,False,False,True,0.0,0.8429739799156559,0
0.11657107425205394,0.0,0.23076923076923078,1.0,0.0,0.0,0.0,1.0,1.0,8,0,1,False,False,True,0.0,1.9659037924270328,0
0.433126647031468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1,False,False,False,0.0,0.0227121854109706,0
0.4721438536660983,0.0,0.38461538461538464,1.0,0.0,0.0,0.0,0.0,0.0,10,0,1,False,False,True,0.0,2.5423841786667563,1
0.038536660982793375,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,1.0,11,0,1,False,False,True,0.0,6.2543068007460825,0
0.5523639745775849,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,12,0,1,False,False,True,0.0,1.5813697968517662,1
0.09183072391877228,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,13,0,1,False,False,True,0.0,0.9533660602306951,1
0.3054410168966052,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,1.0,1.0,14,0,1,False,False,False,0.0,0.4502027221561125,0
0.29931793520384437,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,15,0,1,True,False,False,0.0,0.1496915392266172,0
0.16124631840024806,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,1.0,16,0,1,False,False,True,0.0,0.6167580064798813,0
0.19195473569989152,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,17,0,1,False,False,False,0.0,1.6700933517232008,0
0.20832429080762674,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,18,0,1,False,True,False,0.0,1.2160873592716632,0
0.4592621299023407,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,19,0,1,True,False,False,0.0,1.7535216104280529,2
